2,1,4,4,4,1,1,6,20,29,21,1,gamble
1,1,1,1,2,1,1,6,60,2,17,0,gamble
2,1,4,4,4,1,1,6,20,29,21,1,gamble
4,0,-1,-1,-1,1,1,6,22,0,3,1,gamble
3,1,1,100,3,1,1,6,3,2,5,0,gamble
2,1,1,1,3,1,1,6,62,8,12,0,gamble
3,1,4,4,4,1,1,6,20,29,21,1,gamble
3,1,4,4,4,1,1,6,20,29,21,1,gamble
3,1,1,5,2,1,1,0,53,17,5,0,gamble
3,1,4,4,4,1,1,6,20,29,21,1,gamble
3,1,4,4,4,1,1,6,20,29,21,1,gamble
4,1,1,1511,3,1,1,6,41,33,30,0,gamble
4,1,1,1511,3,1,1,6,41,33,34,0,gamble
2,1,6,2020090101,4,1,1,6,26,27,21,0,gamble
3,1,6,2020090101,4,1,1,6,23,27,21,0,gamble
3,1,4,4,4,1,1,6,20,29,21,1,gamble
3,1,4,4,4,1,1,6,20,29,21,1,gamble
1,1,0,1,3,1,1,4,42,2,11,0,gamble
3,1,4,4,4,1,1,6,20,29,21,1,gamble
3,1,4,4,3,1,1,6,20,29,21,1,gamble
1,1,1,1,3,1,1,4,12,10,9,0,gamble
2,1,4,4,4,1,1,6,20,29,21,1,gamble
4,1,2,100,3,1,1,6,39,243,33,1,gamble
1,1,1,1,3,1,1,0,4,10,6,0,gamble
2,1,4,4,4,1,1,6,20,29,21,1,gamble
3,1,3,1,3,1,1,6,66,43,30,0,gamble
3,1,4,4,3,1,1,6,20,29,21,1,gamble
3,1,1,7,2,1,1,7,116,134,31,0,sex
3,1,1,1,3,1,1,7,5,3,17,1,sex
3,1,1,1,3,1,1,7,5,3,17,1,sex
3,1,1,1,3,1,1,7,5,3,17,1,sex
1,1,3,1,3,1,1,0,9,296,7,1,sex
3,1,1,1183068,3,1,1,6,14,67,38,1,sex
3,1,1,1,3,1,1,7,5,3,17,1,sex
3,1,1,5,3,1,1,7,0,3,18,0,sex
3,1,1,115,3,1,1,6,20,25,24,1,sex
3,1,1,1,3,1,1,7,5,3,17,1,sex
3,1,1,1,3,1,1,7,5,3,17,1,sex
3,1,2,248,3,1,1,6,17,26,24,1,sex
1,1,3,1,3,1,1,0,8,296,7,1,sex
1,1,3,1,3,1,1,0,9,296,7,1,sex
3,1,1,1,3,1,1,7,5,3,17,1,sex
3,1,2,211,3,1,1,4,353,9,8,1,sex
3,1,4,29,3,1,1,6,39,21,12,1,sex
3,1,1,1,3,1,1,7,5,3,17,1,sex
3,1,4,114,3,1,1,6,41,20,12,1,sex
3,1,1,1,3,1,1,4,37,28,8,1,sex
1,1,2,29100,3,1,1,6,65,156,30,1,sex
2,1,1,3,3,1,1,6,75,129,30,0,sex
2,1,1,1,3,1,1,6,38,1,3,0,sex
-1,1,1,1,2,1,1,6,26,2,4,0,sex
2,1,2,1,3,1,1,6,13,53,12,1,sex
3,1,2,44,3,1,1,6,12,13,9,1,sex
2,1,4,1001,4,1,1,6,36,14,22,0,sex
1,1,2,1,3,1,1,7,10,57,11,0,sex
0,1,2,203,3,1,1,7,4,625,180,1,sex
3,1,6,6,4,1,1,4,20,53,19,1,sex
3,1,3,100,3,1,1,6,26,25,21,1,sex
3,1,3,330,3,1,1,4,16,105,12,1,sex
3,1,5,1,3,1,1,0,39,54,24,1,sex
1,1,2,201,3,1,1,6,17,51,16,1,sex
2,1,2,1,3,1,1,7,10,57,11,0,sex
1,1,2,1,3,1,1,7,10,57,11,0,sex
1,1,2,1,3,1,1,7,10,57,11,0,sex
2,1,2,1,3,1,1,7,10,57,11,0,sex
1,1,2,1,3,1,1,7,10,57,11,0,sex
2,1,2,1,3,1,1,7,10,57,11,0,sex
2,1,2,1,3,1,1,7,10,57,11,0,sex
2,1,2,201,3,1,1,6,17,51,16,1,sex
3,1,1,143,3,1,1,7,28,37,14,1,sex
1,1,2,201,3,1,1,6,17,51,16,1,sex
3,1,8,1,3,1,1,4,18,12,13,1,sex
3,1,2,1261,3,1,1,6,41,11,18,0,sex
3,1,2,21,3,1,1,7,13,91,13,1,sex
4,1,2,2007010050,3,1,1,6,30,118,31,1,sex
2,1,4,4,3,1,1,4,23,9,9,0,sex
2,1,2,100,3,1,1,6,36,25,21,1,sex
2,1,3,301,3,1,1,6,29,25,21,1,sex
3,1,1,2,3,1,1,6,3,1,3,1,sex
1,1,1,100,3,1,1,6,24,19,28,0,sex
3,1,5,1,3,1,1,7,58,18,24,1,sex
3,1,1,2023008003,3,1,1,7,30,123,34,1,sex
2,1,2,1,3,1,1,6,48,124,25,0,sex
2,1,2,1,3,1,1,6,48,124,25,0,sex
2,1,1,22,3,1,1,7,24,41,16,1,sex
3,1,1,22,3,1,1,7,24,41,16,1,sex
3,0,-1,-1,-1,1,1,6,26,0,3,1,sex
1,1,6,5266,3,1,1,6,81,285,66,0,sex
1,1,6,5278,3,1,1,6,99,298,66,0,sex
4,1,8,1,3,1,1,4,18,15,13,1,sex
2,1,2,1,3,1,1,7,10,62,11,0,sex
2,1,2,1,3,1,1,7,10,62,11,0,sex
3,1,5,14,3,1,1,7,36,191,25,1,sex
3,1,1,1,3,1,1,6,29,16,10,1,sex
3,1,2,102,4,1,1,6,9,46,25,1,sex
2,1,1,1,4,1,1,4,17,296,12,0,sex
2,1,1,1,4,1,1,4,17,296,12,0,sex
3,1,1,150,3,1,1,7,30,37,14,1,sex
2,1,1,1001,3,1,1,6,14,4,12,1,sex
2,1,1,143,3,1,1,7,28,37,14,1,sex
2,1,1,441,3,1,1,4,38,131,52,0,sex
2,1,1,441,3,1,1,4,38,131,52,0,sex
3,1,1,16,3,1,1,7,25,27,14,0,sex
2,1,1,2023009007,3,1,1,7,25,91,33,1,sex
3,1,2,26,3,1,1,7,16,16,13,0,sex
2,1,1,1,4,1,1,4,17,296,12,0,sex
2,1,00,102,4,1,1,4,7,7,11,0,sex
2,1,1,100,3,1,1,6,24,19,28,0,sex
3,1,8,1128582,3,1,1,6,24,8,10,1,sex
3,1,3,210,3,1,1,6,16,51,21,1,sex
3,1,9,9999999,3,1,1,4,28,49,11,1,sex
3,1,1,5,2,1,1,0,53,17,5,0,sex
4,1,2,218,3,1,1,7,24,14,25,1,sex
3,1,1,151,3,1,1,6,12,84,13,1,sex
3,1,1,151,3,1,1,6,12,84,13,1,sex
3,1,1,151,3,1,1,6,12,84,13,1,sex
1,1,1,37,3,1,1,0,17,49,11,1,sex
2,1,1,10000,3,1,1,7,3,1,3,0,sex
2,1,1,1102,3,1,1,6,23,5,21,1,sex
3,1,2,1,3,1,1,6,13,53,12,1,sex
3,1,2,1,3,1,1,6,13,53,12,1,sex
3,1,2,1,3,1,1,6,13,53,12,1,sex
3,1,2,1,3,1,1,6,13,53,12,1,sex
3,1,2,1,3,1,1,6,13,53,12,1,sex
3,1,1,2,3,1,1,7,29,145,20,0,sex
4,1,2,2007010050,3,1,1,6,30,118,31,1,sex
2,1,2,203,3,1,1,7,4,625,180,1,sex
2,1,2,3457,2,1,1,6,13,79,21,1,sex
3,1,2,1212,3,1,1,6,22,4,12,1,sex
3,1,1,150,2,1,1,7,29,37,14,1,sex
3,1,4,4,3,1,1,6,6,47,13,0,sex
3,1,4,656,3,1,1,7,30,32,13,1,sex
3,1,4,656,3,1,1,7,30,32,13,1,sex
2,1,1,637,3,1,1,7,27,27,13,1,sex
2,1,2,1,3,1,1,7,11,64,11,0,sex
2,1,2,1,3,1,1,7,11,64,11,0,sex
2,1,2,1,3,1,1,7,11,64,11,0,sex
3,1,1,14,3,1,1,7,36,190,25,1,sex
3,1,2,1,3,1,1,7,11,64,11,0,sex
3,1,2,1,3,1,1,7,11,64,11,0,sex
3,1,2,1,3,1,1,7,11,64,11,0,sex
2,1,2,1,3,1,1,7,11,64,11,0,sex
2,1,2,1,3,1,1,7,11,64,11,0,sex
2,1,2,1,3,1,1,7,11,64,11,0,sex
2,1,2,1,3,1,1,7,11,64,11,0,sex
2,1,2,1,3,1,1,7,11,64,11,0,sex
1,1,4,3,3,1,1,7,23,92,16,0,sex
3,1,2,207,3,1,1,7,28,14,24,1,sex
2,1,5,230,3,1,1,6,68,233,56,0,sex
2,1,15,154000,3,1,1,4,92,511,50,0,sex
3,1,2,1,4,1,1,4,0,3,3,0,sex
1,1,3,10,3,1,1,6,18,58,11,1,sex
2,1,3,10,3,1,1,6,16,58,11,1,sex
1,1,2,202301027,4,1,1,7,28,118,35,1,sex
2,1,2,202301027,4,1,1,7,28,118,35,1,sex
3,1,1,1,3,1,1,7,1,3,3,0,sex
3,1,1,1,3,1,1,7,1,3,3,0,sex
2,1,5,5,3,1,1,4,4,7,5,0,sex
0,1,1,2023004007,2,1,1,7,30,123,34,1,sex
1,1,1,1,3,1,1,0,6,11,2,1,sex
4,1,3,311,3,1,1,7,28,14,23,1,sex
4,1,1,1,3,1,1,6,55,28,16,0,sex
2,1,1,111,2,1,1,6,6,15,12,0,sex
1,1,1,1,3,1,1,4,35,3,4,0,sex
3,1,3,67,3,1,1,6,35,20,13,1,sex
3,1,3,67,3,1,1,6,35,20,13,1,sex
2,1,2,1,3,1,1,7,10,62,11,0,sex
3,1,2,1,3,1,1,7,11,62,11,0,sex
1,1,3,10,4,1,1,6,17,58,11,1,sex
2,1,3,10,3,1,1,6,15,58,11,1,sex
3,1,2,2023010023,4,1,1,7,23,117,35,1,sex
1,1,5,231031102,3,1,1,7,31,217,68,1,sex
3,1,1,138,3,1,1,7,12,20,19,0,black
3,1,5,461,3,1,1,4,24,42,13,0,black
3,1,3,350,3,1,1,6,81,140,65,0,black
3,1,4,3190,4,1,1,6,16,44,20,0,black
3,1,3,1,3,1,1,7,6,14,10,0,black
3,1,5,55,3,1,1,4,4,42,11,1,black
3,1,2,21,3,1,1,6,17,65,28,0,black
3,1,1,1,3,1,1,4,0,5,5,0,black
3,1,1,4,3,1,1,4,3,19,16,0,black
3,1,1,25,3,1,1,6,30,87,48,0,black
3,1,7,71660310,3,1,1,4,25,235,31,0,black
3,1,10,40759,3,1,1,6,68,68,65,0,black
3,1,10,39199,3,1,1,6,81,82,70,0,black
3,1,3,307,3,1,1,6,16,183,33,1,black
3,1,8,80800,3,1,1,6,42,215,50,1,black
3,1,3,103,3,1,1,6,47,14,14,0,black
4,1,1,108,3,1,1,6,25,241,32,0,black
2,1,1,100,3,1,1,4,2,9,18,0,black
3,1,3,3807009,3,1,1,6,54,911,181,0,black
3,1,1,21,3,1,1,6,17,64,28,0,black
1,1,3,2,3,1,1,4,0,1,3,0,black
2,1,1,2,3,1,1,6,5,29,40,0,black
1,1,1,103,3,1,1,7,27,26,28,0,black
3,1,1,11,3,1,1,7,49,240,52,0,black
3,1,1,11,3,1,1,7,49,240,52,0,black
2,1,1,11,3,1,1,7,49,240,52,0,black
1,1,1,7,3,1,1,6,26,15,42,0,black
2,1,2,201,3,1,1,6,17,51,16,1,black
2,1,3,66,3,1,1,6,96,7,5,0,black
2,1,1,15,3,1,1,6,19,25,27,0,black
2,1,4,12,3,1,1,6,14,5,11,0,black
2,1,7,71015,3,1,1,6,1,12,17,0,black
2,1,7,71017,3,1,1,6,1,12,18,0,black
3,1,4,41001308,3,1,1,6,19,53,34,0,black
2,1,7,701040008,3,1,1,6,32,607,38,0,black
3,1,1,47,3,1,1,6,12,67,26,0,black
2,1,2,2242,3,1,1,6,7,51,26,0,black
2,1,4,41001600,3,1,1,6,16,53,34,0,black
2,1,1,1,3,1,1,7,46,21,12,1,black
1,1,1,153,3,1,1,6,37,28,32,0,black
2,1,5,505032113,3,1,1,6,10,141,43,0,black
2,1,1,108,3,1,1,7,17,14,23,0,black
2,1,1,39400,4,1,1,6,24,42,47,0,black
2,1,2,20008,3,1,1,6,47,106,31,0,black
1,0,-1,-1,-1,1,1,7,11,0,3,1,black
1,1,2,201,3,1,1,6,17,51,16,1,black
2,1,1,18,3,1,1,6,71,172,48,0,black
2,1,1,1002000,3,1,1,4,87,115,49,1,black
-1,0,-1,-1,-1,1,1,7,11,0,3,1,black
2,1,3,220623,3,1,1,4,7,24,6,0,black
1,1,2,201,3,1,1,6,17,51,16,1,black
1,0,-1,-1,-1,1,1,7,11,0,3,1,black
2,1,2,201,3,1,1,6,17,51,16,1,black
1,1,2,201,3,1,1,6,17,51,16,1,black
2,1,2,201,3,1,1,6,17,51,16,1,black
2,1,2,201,3,1,1,6,17,51,16,1,black
1,1,2,201,3,1,1,6,17,51,16,1,black
1,1,2,201,3,1,1,6,17,51,16,1,black
3,1,27,2734,3,1,1,6,79,4,16,0,black
3,1,1,5714,3,1,1,6,89,450,57,0,black
-1,0,-1,-1,-1,1,1,7,11,0,3,1,black
1,0,-1,-1,-1,1,1,7,11,0,3,1,black
2,1,2,201,3,1,1,6,17,51,16,1,black
3,1,3,30002,2,1,1,6,60,137,82,0,black
2,1,2,264,3,1,1,6,14,38,10,0,black
3,1,1,3,3,1,1,6,11,67,24,0,black
3,1,4,506,2,1,1,6,34,423,34,1,black
4,1,1,16020,3,1,1,6,7,38,99,0,black
2,1,1,102,3,1,1,6,30,137,27,0,black
3,1,14,3887,4,1,1,4,40,208,188,0,black
1,1,3,280,3,1,1,6,28,32,9,0,black
2,1,8,80100,3,1,1,6,65,72,38,1,black
3,1,3,3013,3,1,1,6,3,7,14,0,black
3,1,1,104013,3,1,1,6,30,148,32,0,black
3,1,2,225,3,1,1,7,85,235,41,0,black
4,1,28,82831810,3,1,1,7,46,243,115,0,black
4,1,6,202182501,3,1,1,6,60,104,30,0,black
4,1,20,203915019,3,1,1,7,75,949,231,0,black
4,1,106475670,29,3,1,1,7,4,14,70,0,black
4,1,11,30,3,1,1,7,6,17,70,0,black
4,1,127567768,31,3,1,1,7,7,19,71,0,black
3,1,13,33,3,1,1,7,6,20,76,0,black
4,1,1,1201221701,3,1,1,7,86,273,38,0,black
4,1,1,249,3,1,1,6,80,186,39,0,black
3,1,1,1201080601,3,1,1,7,72,232,33,0,black
4,1,1,191,3,1,1,6,51,191,37,0,black
4,1,4,381,3,1,1,6,34,218,36,0,black
4,1,1,1581,3,1,1,6,21,44,21,0,black
4,1,1,155,3,1,1,6,10,17,22,0,black
3,1,1,1,3,1,1,7,25,119,21,1,black
3,1,9,9,2,1,1,4,10,290,12,0,black
2,1,1,1,3,1,1,4,4,15,18,0,black
2,1,1,44,3,1,1,6,29,62,19,0,black
3,1,1,1,3,1,1,7,11,94,20,1,black
2,1,1,32,3,1,1,0,46,9,14,0,black
3,1,5,531,2,1,1,6,0,7,12,1,black
3,1,2,100,3,1,1,6,64,22,25,0,black
4,1,2,41,3,1,1,6,19,85,17,0,black
2,1,0,423,3,1,1,4,52,1,4,0,black
3,0,-1,-1,-1,1,1,7,73,0,3,0,black
4,1,1,10000,3,1,1,7,6,13,13,0,black
3,1,1,32,3,1,1,6,30,148,24,0,black
3,1,4,17,3,1,1,4,1,43,65,0,black
2,1,2,271,3,1,1,6,14,42,30,0,black
3,1,2,68,3,1,1,6,11,13,9,0,black
4,1,1,1,3,1,1,4,19,66,14,0,black
2,1,1,100,3,1,1,7,18,24,36,0,black
1,1,1,143,3,1,1,7,28,37,14,1,black
2,1,1,10000,3,1,1,0,12,3,22,0,black
3,1,2,4,3,1,1,0,4,16,20,0,black
3,1,4,20,3,1,1,6,16,32,24,1,black
2,1,2,253,3,1,1,6,33,162,30,1,black
3,1,1,1,3,1,1,6,35,28,8,1,black
3,1,7,104,3,1,1,6,49,124,21,1,black
4,0,-1,-1,-1,1,1,6,77,0,3,1,black
2,1,1,224,2,1,1,6,28,27,32,0,black
2,1,2,3,3,1,1,6,41,96,13,1,black
2,1,1,1711222135,3,1,1,4,31,8,11,0,black
4,1,1,1808232010,3,1,1,4,33,8,11,0,black
1,1,1,1,3,1,1,6,3,9,1,0,black
1,1,1,1,3,1,1,6,3,9,1,0,black
4,0,2,0,3,1,1,0,0,0,4,0,black
2,1,1,1,3,1,1,4,1,13,8,0,black
3,1,2,236,3,1,1,6,31,154,37,0,black
3,1,2,16,3,1,1,4,7,25,11,0,black
2,1,1,14,3,1,1,6,24,9,8,0,black
-1,1,1,2,3,1,1,4,4,2,6,0,black
3,1,5,21,3,1,1,4,45,14,8,0,black
2,1,6,30,2,1,1,0,37,2,5,0,black
3,1,30,1,3,1,1,7,12,63,17,0,black
3,1,30,1,3,1,1,7,12,63,17,0,black
3,1,30,1,3,1,1,7,10,63,17,0,black
3,1,30,1,3,1,1,7,10,63,17,0,black
3,1,30,1,3,1,1,7,12,63,17,0,black
3,1,30,1,3,1,1,7,12,63,17,0,black
3,1,30,1,3,1,1,7,12,63,17,0,black
3,1,30,1,3,1,1,7,12,63,17,0,black
3,1,30,1,3,1,1,7,12,63,17,0,black
2,1,1,119,3,1,1,6,15,15,32,0,black
-1,1,1,243,3,1,1,6,42,218,23,0,black
-1,0,-1,-1,-1,0,0,7,90,-1,-1,1,scam
3,1,2,102,3,1,1,6,95,22,25,0,scam
1,1,1,2,3,1,1,6,69,103,28,0,scam
3,1,1,1008,3,1,1,6,12,33,12,0,scam
3,1,9,152,3,1,1,6,90,153,42,0,scam
3,1,1,1001,4,1,1,7,43,12,34,0,scam
2,0,-1,-1,-1,1,1,7,5,0,3,0,scam
3,1,2,12,3,1,1,0,55,4,10,0,scam
3,1,7,728,3,1,1,6,20,85,36,0,scam
2,1,1,1,2,1,1,7,2,3,6,0,scam
0,0,-1,-1,-1,1,1,7,5,0,3,0,scam
2,1,1,1,3,1,1,4,1,1,59,0,scam
2,0,-1,-1,-1,0,0,7,67,-1,-1,1,scam
2,0,-1,-1,-1,0,0,6,54,-1,-1,0,scam
2,1,5,2,3,1,1,4,17,80,22,0,scam
2,0,-1,-1,-1,0,0,6,71,-1,-1,0,scam
2,0,-1,-1,-1,0,0,7,8,-1,-1,0,scam
2,1,23,231208,2,1,1,7,30,21,29,0,scam
2,1,1,2,3,1,1,6,46,19,23,0,scam
2,0,-1,-1,-1,1,1,0,40,0,3,0,scam
2,1,1,1,3,1,1,7,5,3,6,0,scam
3,1,1,1,3,1,1,7,12,8,5,1,scam
3,1,1,1,3,1,1,7,6,3,6,0,scam
3,1,3,721,3,1,1,7,31,14,24,1,scam
1,1,1,1,2,1,1,6,18,5,12,0,scam
1,0,-1,-1,-1,1,1,7,38,0,3,0,scam
0,1,3,1,3,1,1,7,16,13,10,0,scam
1,1,3,3196877,3,1,1,4,9,205,39,0,scam
3,1,4,1209145400,3,1,1,6,1,1,7,0,scam
3,0,-1,-1,-1,1,1,0,36,0,3,0,scam
3,0,-1,-1,-1,1,1,7,39,0,3,0,scam
2,1,23,231117,2,1,1,7,30,15,28,0,scam
4,0,-1,-1,-1,0,0,7,42,-1,-1,0,scam
3,0,-1,-1,-1,1,1,7,38,0,3,0,scam
3,1,8,1,3,1,1,4,10,3,10,0,scam
2,1,240102,240102,2,1,1,7,67,21,29,0,scam
2,1,23,231208,2,1,1,7,30,21,29,0,scam
2,1,23,231208,2,1,1,7,30,21,29,0,scam
3,1,1,1,3,1,1,7,25,73,9,0,scam
3,1,1,1,3,1,1,4,8,10,9,0,scam
3,1,1,1,3,1,1,4,20,5,12,0,scam
3,1,1,1,3,1,1,4,18,6,7,0,scam
4,1,1,100,4,1,1,4,63,328,68,1,scam
3,1,4,3,3,1,1,6,16,103,13,1,scam
2,1,24,240104,2,1,1,7,29,21,29,0,scam
3,1,8,1,3,1,1,4,10,3,10,0,scam
3,0,-1,-1,-1,1,1,7,8,0,3,0,scam
3,0,-1,-1,-1,1,1,7,39,0,3,0,scam
2,0,-1,-1,-1,1,1,7,36,0,3,0,scam
2,1,24,210217,2,1,1,7,34,17,23,0,scam
3,0,-1,-1,-1,1,1,7,95,0,3,0,scam
2,1,1,1,3,1,1,6,26,1,1,0,scam
2,1,8,1,3,1,1,4,10,3,10,0,scam
0,0,-1,-1,-1,1,1,0,77,0,3,1,scam
2,0,-1,-1,-1,1,1,0,47,0,3,0,scam
4,0,-1,-1,-1,1,1,7,45,0,3,0,scam
3,1,3,2000734,3,1,1,7,31,14,24,1,scam
1,0,-1,-1,-1,1,1,7,15,0,3,0,scam
3,1,1,1,3,1,1,7,7,8,8,1,scam
1,0,-1,-1,-1,1,1,4,37,0,3,1,scam
1,1,1,1,3,1,1,4,18,5,11,0,scam
2,1,1,1,3,1,1,4,18,5,12,0,scam
2,1,1,100,2,1,1,7,24,14,24,0,scam
2,1,1,1,3,1,1,7,33,16,9,0,scam
1,1,8,829,3,1,1,7,19,15,24,0,scam
2,1,1,100,2,1,1,7,24,14,24,0,scam
1,0,-1,-1,-1,0,0,7,68,-1,-1,1,scam
3,1,3,30,3,1,1,6,10,22,23,0,scam
2,1,1,11,3,1,1,6,43,158,34,0,scam
2,1,3,1,3,1,1,7,16,13,10,0,scam
1,0,-1,-1,-1,1,1,4,78,0,3,0,scam
2,1,2,1,3,1,1,6,25,18,14,0,scam
1,0,-1,-1,-1,1,1,0,40,0,3,0,scam
2,1,19,1922,3,1,1,6,3,8,13,0,scam
1,1,1,92,3,1,1,7,69,64,64,0,scam
3,1,9,152,3,1,1,6,90,153,42,0,scam
2,1,24,240314,2,1,1,7,37,20,24,0,scam
2,0,-1,-1,-1,1,1,7,38,0,3,0,scam
2,1,1,1,3,1,1,0,33,2,1,0,scam
3,1,2,172,3,1,1,7,68,72,63,1,scam
3,1,6,65916,3,1,1,4,289,860,78,0,scam
2,1,1,100,3,1,1,6,11,13,31,0,scam
0,1,1,168,3,1,1,6,43,60,52,1,scam
2,0,-1,-1,-1,1,1,7,70,0,3,0,scam
2,1,2,2230,3,1,1,6,109,73,17,1,scam
2,1,8,829,3,1,1,7,20,15,24,0,scam
2,0,-1,-1,-1,1,1,0,23,0,3,0,scam
1,0,-1,-1,-1,1,1,0,35,0,3,0,scam
2,1,9,20231106,4,1,1,4,85,144,31,0,scam
3,1,1,101,3,1,1,6,37,14,16,1,scam
3,1,1,1,3,1,1,6,14,6,5,0,scam
1,1,1,104,3,1,1,6,24,155,46,0,scam
2,1,24,240320,3,1,1,7,68,20,24,0,scam
2,1,24,240328,3,1,1,7,62,17,23,0,scam
1,1,1,100,3,1,1,6,11,13,35,0,scam
2,1,1,1,3,1,1,0,48,13,10,0,scam
1,0,-1,-1,-1,1,1,0,60,0,3,0,scam
2,1,8,829,3,1,1,7,29,15,24,0,scam
0,1,1,1,2,1,1,7,3,8,24,0,scam
-1,1,4,20240118,3,1,1,6,30,153,45,1,scam
2,0,-1,-1,-1,1,1,7,75,0,3,0,scam
1,1,1,1,3,1,1,7,44,13,10,0,scam
1,1,1,128,3,1,1,7,57,23,30,0,scam
2,1,7,71120,3,1,1,6,20,148,51,0,scam
1,0,-1,-1,-1,1,1,7,34,0,3,0,scam
2,1,2,1,3,1,1,6,58,5,11,0,scam
2,0,-1,-1,-1,1,1,0,77,0,3,1,scam
3,1,1,1,3,1,1,6,18,6,7,0,scam
1,1,8,1,3,1,1,4,10,3,10,0,scam
-1,1,1,172,3,1,1,0,89,77,72,1,scam
0,0,-1,-1,-1,0,0,7,70,-1,-1,1,scam
0,0,-1,-1,-1,1,1,7,70,0,3,1,scam
-1,0,-1,-1,-1,1,1,4,34,0,3,1,scam
2,0,-1,-1,-1,0,0,7,68,-1,-1,0,scam
1,0,-1,-1,-1,1,1,7,71,0,3,0,scam
2,1,3,427,3,1,1,7,35,107,27,0,scam
2,0,-1,-1,-1,1,1,0,45,0,3,0,scam
1,1,8,809,3,1,1,4,30,51,37,0,scam
2,0,-1,-1,-1,0,0,7,8,-1,-1,0,scam
2,1,24,240314,3,1,1,7,42,20,24,0,scam
2,1,1,108,3,1,1,7,45,15,24,0,scam
2,0,-1,-1,-1,1,1,7,38,0,3,0,scam
2,0,-1,-1,-1,1,1,0,24,0,3,0,scam
1,0,-1,-1,-1,1,1,7,39,0,3,0,scam
1,0,-1,-1,-1,1,1,4,70,0,3,0,scam
2,0,-1,-1,-1,1,1,0,22,0,3,0,scam
2,0,-1,-1,-1,0,0,7,72,-1,-1,0,scam
2,1,23,1026,2,1,1,7,24,17,9,0,scam
1,0,-1,-1,-1,1,1,4,80,0,3,0,scam
2,0,-1,-1,-1,0,0,7,51,-1,-1,0,scam
1,0,-1,-1,-1,1,1,4,31,0,3,0,scam
1,1,1,172,3,1,1,7,77,76,71,1,scam
0,0,-1,-1,-1,1,1,0,87,0,3,0,scam
-1,0,-1,-1,-1,0,0,7,75,-1,-1,1,scam
-1,0,-1,-1,-1,0,0,7,69,-1,-1,1,scam
3,1,8,830010,2,1,1,6,26,167,26,0,scam
3,1,6,6012,2,1,1,6,11,23,16,0,scam
3,1,7,730009,3,1,1,0,33,168,26,0,scam
3,1,7,730010,3,1,1,0,33,168,26,0,scam
1,1,1,1,1,1,1,4,8,3,3,0,scam
3,1,1,137,3,1,1,6,74,260,73,0,scam
3,1,2,172,3,1,1,7,49,65,66,1,scam
2,1,1,83,3,1,1,6,5,16,47,0,scam
0,1,1,139,3,1,1,6,24,165,47,0,scam
3,1,4,42,3,1,1,6,4,16,19,0,scam
4,1,8,1291,3,1,1,6,393,69,47,0,normal
3,1,10,1431,3,1,1,7,173,1165,271,1,normal
3,1,9,6702,3,1,1,7,288,800,126,1,normal
2,1,8,8030200,3,1,1,6,124,746,60,0,normal
2,1,9,11845,1,1,1,6,119,544,55,0,normal
3,1,8,28688,3,1,1,6,142,1226,133,0,normal
1,1,10,647,2,1,1,6,70,694,92,0,normal
1,1,1,10505,3,1,1,7,70,29,34,0,normal
2,1,2,2100,3,1,1,6,53,139,51,0,normal
2,1,2,201,3,1,1,6,17,51,16,1,normal
